Time Remaining,Down,Score Difference,Distance to First,Distance to Touchdown,Outcome,Previous Play Outcome,Play Type_field goal attempt,Play Type_kick attempt,Play Type_kneel,Play Type_pass,Play Type_punt,Play Type_rush left,Play Type_rush middle,Play Type_rush right,Best_field goal attempt,Best_kick attempt,Best_kneel,Best_pass,Best_punt,Best_rush left,Best_rush middle,Best_rush right
3133,1,7,10,54,3,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3133,2,7,7,51,28,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
3133,1,7,10,33,0,28,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2717,2,7,10,33,26,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2700,1,7,10,17,2,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2700,2,7,8,15,0,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2700,3,7,8,15,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2700,4,7,8,15,10,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2700,1,10,10,86,26,10,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2700,1,10,10,70,-3,26,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2414,2,10,13,73,0,-3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2414,3,10,14,74,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2414,4,10,13,73,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1962,1,3,20,85,-14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1962,2,3,34,99,0,-14,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1901,3,3,34,99,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1901,4,3,34,99,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1631,1,-3,10,75,8,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
